channel,message,default label,default score,camembert label,camembert score
#accueil,italie,POSITIVE,0.9169,NEUTRAL,0.614
#accueil,"Tess_: Non pas du tout ,je suis vraiment passionné par ce genre de sujet",NEGATIVE,0.9749,NEUTRAL,0.5504
#accueil,les gens,POSITIVE,0.9098,NEUTRAL,0.6652
#accueil,j ai jamais dit que je l aimais bien Desesperance,NEGATIVE,0.9526,NEUTRAL,0.5519
#accueil,oui killbill je suis contant pour toi,NEGATIVE,0.9844,POSITIVE,0.8989
#accueil,ça sent bon pour moi hannibal-smith76|venere mdrrrr,NEGATIVE,0.9735,POSITIVE,0.7074
#accueil,j ai juste pas relevé,NEGATIVE,0.9602,NEGATIVE,0.9791
#accueil,karl zéro est très investit sur le sujet.,NEGATIVE,0.9274,NEUTRAL,0.5361
#accueil,"Nan nan bien sur LeRebelle mais bon ,faire des comparaison",NEGATIVE,0.8525,NEGATIVE,0.7888
#accueil,italie se qualifie,POSITIVE,0.9537,NEUTRAL,0.5855
#accueil,je vais postuler pour un poste comme commentateur sportif,NEGATIVE,0.7632,NEUTRAL,0.6377
#accueil,mdrrrr,NEGATIVE,0.9334,NEGATIVE,0.7335
#accueil,oui je dois l'admettre,NEUTRAL,0.5003,NEUTRAL,0.5835
#accueil,Bientôt les vacances killbill c'est ça si je me souviens bien.,NEGATIVE,0.8878,NEUTRAL,0.5941
#accueil,"Ouai j'ai vu ca Le_Seigneur_Des_Tombes ,j'attend le sujet de Nordhall",NEUTRAL,0.5385,NEUTRAL,0.5625
#accueil,alors allons y,POSITIVE,0.9806,POSITIVE,0.721
#accueil,debbouze un assasin,NEGATIVE,0.9763,NEUTRAL,0.6417
#accueil,!calin,POSITIVE,0.9972,POSITIVE,0.7776
#accueil,Il semblerait que Enissay s'enlace (elle-lui)-même ! ???,NEGATIVE,0.9631,NEUTRAL,0.6246
#accueil,dieudonné,NEGATIVE,0.8898,NEGATIVE,0.7344
#accueil,ça y est Le_Seigneur_Des_Tombes j y suis,NEGATIVE,0.945,NEUTRAL,0.5177
#accueil,etcccc,NEGATIVE,0.9349,NEUTRAL,0.5585
#accueil,un sujet tabou ou la surveillance électronique,NEGATIVE,0.8787,NEGATIVE,0.7707
#accueil,Wouhouuu l'italiiiiee,NEGATIVE,0.9712,NEUTRAL,0.6057
#accueil,!danse Aaliyah,POSITIVE,0.9985,POSITIVE,0.6776
#accueil,"Homelander a le corps qui bouge et aimerait inviter Aaliyah à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9628,POSITIVE,0.6976
#accueil,"mes pates a la sauce piquante et aux olives romarin , j'en ai mangé une platrée , peché de gourmandise en dehors des tit gateaux Desesperance",NEGATIVE,0.942,NEGATIVE,0.9925
#accueil,!jump,POSITIVE,0.998,NEUTRAL,0.6415
#accueil,<o/ Jump o Jump o Jump o Jump o Jump o Jump o o> ,NEGATIVE,0.9894,NEUTRAL,0.5797
#accueil,o nen fini pas Desesperance,NEGATIVE,0.8959,NEGATIVE,0.8789
#accueil,"Mais qu'est ce que tu fais là killbill, envole toi vers des cieux prometteurs.",NEGATIVE,0.9459,NEUTRAL,0.6317
#accueil,avec tout ça,NEGATIVE,0.7777,NEGATIVE,0.8206
#accueil,"""j'attends les pleurs des italiens"" :3",POSITIVE,0.9949,NEUTRAL,0.5566
#accueil,On est en Final ...,POSITIVE,0.9865,NEUTRAL,0.5581
#accueil,!danse Homelander,POSITIVE,0.9577,POSITIVE,0.7213
#accueil,"Aaliyah a le corps qui bouge et aimerait inviter Homelander à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9575,POSITIVE,0.7458
#accueil,tu m y emmènes ? Le_Seigneur_Des_Tombes,NEGATIVE,0.982,NEGATIVE,0.7671
#accueil,avec un tit peu de sauce tomate piquante,NEGATIVE,0.9085,NEUTRAL,0.5604
#accueil,j'ai acheté ses deux magazines ils sont très bien faits également.,NEGATIVE,0.7661,POSITIVE,0.8053
#accueil,je crains le pire,POSITIVE,0.728,NEGATIVE,0.8277
#accueil,_Medecin_Ritale Ouiiii :3,NEGATIVE,0.9383,NEUTRAL,0.5547
#accueil,mdrr hannibal-smith76|venere,NEGATIVE,0.8728,NEUTRAL,0.6654
#accueil,hannibal-smith76|venere Bah alors? :p,NEGATIVE,0.9804,POSITIVE,0.6763
#accueil,Heuyyy,POSITIVE,0.9821,POSITIVE,0.6912
#accueil,ca doit etre terrible de perdre le gout,NEGATIVE,0.9487,NEGATIVE,0.9788
#accueil,Killbill ta gagné ton parie,NEGATIVE,0.9852,NEGATIVE,0.7711
#accueil,"Bien sur killbill, si tu t'occupes de la musique on devrait pas trop mal s'entendre sur la route.",NEGATIVE,0.9476,NEUTRAL,0.5585
#accueil,Italien dans le coeur et dans le geste,POSITIVE,0.9911,POSITIVE,0.9315
#accueil,pas encore Babycrew,POSITIVE,0.7083,NEUTRAL,0.5966
#accueil,Tess_: Je peux en avoir aussi au passage ? j'gratte a tout les rateliers comme tu peux le voir...,NEGATIVE,0.8696,POSITIVE,0.7289
#accueil,je parle meme pas de l'odorat,NEGATIVE,0.7251,NEGATIVE,0.9102
#accueil,ça sent pas bon pour moi mdr,NEUTRAL,0.5394,NEGATIVE,0.9969
#accueil,pour gagner il faut que l italie gagne l euro,POSITIVE,0.8943,NEUTRAL,0.5069
#accueil,ce n est pas encore fait,POSITIVE,0.9712,NEGATIVE,0.792
#accueil,'soir,POSITIVE,0.9993,NEUTRAL,0.6448
#accueil,lol Desesperance j'ai tout mangé!,NEGATIVE,0.9772,NEGATIVE,0.9861
#accueil,mais ça avance,NEGATIVE,0.9736,NEGATIVE,0.8454
#accueil,mdrr,NEGATIVE,0.7644,NEUTRAL,0.5028
#accueil,Tess_: Non !!!!!!!,NEGATIVE,0.9993,NEGATIVE,0.9253
#accueil,ben si!!,POSITIVE,0.9984,NEUTRAL,0.6587
#accueil,Killbill ah ok possible,POSITIVE,0.9968,NEGATIVE,0.6848
#accueil,deux heures pour mettre un but mdr,NEGATIVE,0.8981,NEGATIVE,0.9787
#accueil,!calin Enissay :p,POSITIVE,0.9639,POSITIVE,0.7482
#accueil, Forseti prend Enissay dans ses bras et lui fait un énorme calin ???,NEGATIVE,0.9705,POSITIVE,0.7857
#accueil,va falloir que je depense tout ca en marche,POSITIVE,0.9465,NEUTRAL,0.624
#accueil,Tess_: Va te faire vomir je fini le reste....,NEGATIVE,0.9715,NEGATIVE,0.99
#accueil,!calin Forseti,POSITIVE,0.9919,POSITIVE,0.6688
#accueil, Enissay prend Forseti dans ses bras et lui fait un énorme calin ???,NEGATIVE,0.9736,POSITIVE,0.7837
#accueil,arrghhhh,NEGATIVE,0.9502,NEGATIVE,0.9874
#accueil,On vas le gagner,POSITIVE,0.9087,NEUTRAL,0.6465
#accueil,Le_Seigneur_Des_Tombes oh un ptit mélange de nos gouts ça devrait le faire,NEGATIVE,0.9789,NEGATIVE,0.8414
#accueil,!coca,POSITIVE,0.7383,NEUTRAL,0.6624
#accueil,Il semblerait que Aaliyah s'offre un CoCa®-Cola (elle-lui)-même !,NEGATIVE,0.9864,NEGATIVE,0.7601
#accueil,Tess_: (rire)...,NEGATIVE,0.986,NEUTRAL,0.6223
#accueil,_Medecin_Ritale Y'a intérêt :c,NEGATIVE,0.9656,NEGATIVE,0.9465
#accueil,me suis jamais fait vomir,NEGATIVE,0.737,NEGATIVE,0.866
#accueil,les gens atteint du covid perdaient l'odorat,NEGATIVE,0.9879,NEUTRAL,0.5564
#accueil,bon italie danemark,NEUTRAL,0.5949,NEUTRAL,0.6627
#accueil,ça va le faire,NEGATIVE,0.9153,NEGATIVE,0.6918
#accueil,meme pur maigrir,NEUTRAL,0.5617,NEGATIVE,0.9716
#accueil,mdrr,NEGATIVE,0.7644,NEUTRAL,0.5028
#accueil,hannibal-smith76|venere c est quand la finale ?,NEGATIVE,0.9882,NEUTRAL,0.6088
#accueil,Je peux t'aider si tu veux Tess_,NEUTRAL,0.5605,NEUTRAL,0.5767
#accueil,en tout cas tant mieux,POSITIVE,0.9676,POSITIVE,0.769
#accueil,pas bête pour le danemark,NEUTRAL,0.5379,NEGATIVE,0.9316
#accueil,que la france soit éliminée mdr,NEGATIVE,0.8745,NEGATIVE,0.9495
#accueil,on les entends plus la mdr,POSITIVE,0.9223,POSITIVE,0.7421
#accueil,....,POSITIVE,0.9478,NEGATIVE,0.7519
#accueil,plsu de klaxon rien mdr,NEGATIVE,0.9881,NEGATIVE,0.9206
#accueil,bonsoir à tous,POSITIVE,0.9626,NEUTRAL,0.6091
#accueil,comme pr la victoire de la musique mdr,NEUTRAL,0.5172,POSITIVE,0.6869
#accueil,Adios paella,POSITIVE,0.9912,NEUTRAL,0.6348
#accueil,"mais je vois l'angleterre  gagner l""euro",POSITIVE,0.9681,NEUTRAL,0.6202
#accueil,Bonsoir gigi18.,POSITIVE,0.9906,POSITIVE,0.7692
#accueil,muahahah la france,NEUTRAL,0.5268,POSITIVE,0.7381
#accueil,gigi18: ciao,POSITIVE,0.9889,POSITIVE,0.685
#accueil,Bonsoir à toutes et,POSITIVE,0.9689,NEUTRAL,0.5036
#accueil, Bonsoir  gigi18,POSITIVE,0.9929,POSITIVE,0.8177
#accueil,bonsoir gigi18,POSITIVE,0.9393,POSITIVE,0.8243
#accueil,Tous,NEUTRAL,0.6491,NEUTRAL,0.6058
#accueil,merci,NEGATIVE,0.8387,POSITIVE,0.9178
#accueil,bonsoir gigi,POSITIVE,0.9974,POSITIVE,0.7772
#accueil,"ya que quand on est malade comme un chien desesperance, que l'on vomit , en fait ca soulage",NEGATIVE,0.9931,NEUTRAL,0.5168
#accueil,hannibal-smith76|venere si la finale c est italie angleterre ça va être chaud mdrr,NEGATIVE,0.9705,NEUTRAL,0.662
#accueil,Tess_: Pas forcément,NEUTRAL,0.5315,NEGATIVE,0.9371
#accueil,imagien la france aurait gagné,NEGATIVE,0.9343,NEGATIVE,0.9932
#accueil,sa peu aller merci,NEGATIVE,0.987,NEGATIVE,0.8779
#accueil,oui tres chaud,NEUTRAL,0.5419,POSITIVE,0.9839
#accueil,jsui tro vener italie ces gros pocs ont joué kom des bites et ils gagnent aux tirs au but : aucune justice,NEGATIVE,0.9143,NEGATIVE,0.8014
#accueil,salut tt le monde,POSITIVE,0.8905,POSITIVE,0.8216
#accueil,ils auraient encore fait un film lol,POSITIVE,0.9517,NEGATIVE,0.9783
#accueil,Personne ne fera comme aimé Jacquet gagné une coupe du monde et l'euro d affiler chapeau  aimé Jacquet,NEGATIVE,0.976,NEUTRAL,0.5167
#accueil,Tu t'es jamais mis une murge je suppose Tess_ ??,NEGATIVE,0.992,NEGATIVE,0.7855
#accueil,Gigi bonsoir,POSITIVE,0.9982,NEUTRAL,0.6198
#accueil,ils sont solide les italiens,POSITIVE,0.9721,POSITIVE,0.693
#accueil,Coucou,POSITIVE,0.9273,POSITIVE,0.707
#accueil,il etait tres fort aimé jacquet,NEGATIVE,0.9153,POSITIVE,0.9343
#accueil,bonsoir Mamy,POSITIVE,0.7679,POSITIVE,0.7366
#accueil,le foot c pr le peuple qui s ennuie c tout,NEGATIVE,0.7458,NEGATIVE,0.9907
#accueil,non Desesperance,POSITIVE,0.9976,NEGATIVE,0.8308
#accueil,Bonsoir Mamy.,POSITIVE,0.9239,POSITIVE,0.7491
#accueil,Oui tess,POSITIVE,0.8059,POSITIVE,0.8425
#accueil,Tess_: Je me disais aussi..,NEGATIVE,0.7228,NEUTRAL,0.6177
#accueil,c pas du sport c un business,POSITIVE,0.9417,NEGATIVE,0.9123
#accueil,Bonsoir bonsoir,POSITIVE,0.9951,POSITIVE,0.7683
#accueil,Babycrew en 98 match truqué,NEUTRAL,0.6391,NEGATIVE,0.977
#accueil,bienvenue gigi18,POSITIVE,0.9871,POSITIVE,0.7563
#accueil,c'est quand la finale?,NEGATIVE,0.982,NEUTRAL,0.5567
#accueil,bonsoir Mamy,NEGATIVE,0.9336,POSITIVE,0.7539
#accueil,on sait tout ça LeRebelle,NEUTRAL,0.6566,NEGATIVE,0.7902
#accueil,dimanche,NEGATIVE,0.9963,NEUTRAL,0.5362
#accueil,_Medecin_Ritale non du tout,NEGATIVE,0.9679,NEGATIVE,0.9728
#accueil,pas tous killbill,NEUTRAL,0.6325,NEUTRAL,0.6388
#accueil,mais osef ce n est pas pour ça que je regardais,NEGATIVE,0.8239,NEGATIVE,0.9835
#accueil,Triste ce genre de réaction...,NEGATIVE,0.9765,NEGATIVE,0.9709
#accueil,"Chaat.fr - n°197676  Aujourd'hui, je monte dans un bus longue distance. J'aperçois un très beau jeune homme et l'aborde avec un grand sourire, lui demandant si je pouvais m'asseoir à côté de lui. Il m'a répondu sèchement : ""Il n'y a pas assez de place dans ce bus ? Non, il faut que vous veniez m'emmerder."" VDM ",NEGATIVE,0.9901,NEGATIVE,0.8983
#accueil, Bisoussss  hakunamatata,NEGATIVE,0.9909,POSITIVE,0.9211
#accueil,donc programme de l'été.,NEGATIVE,0.9711,NEGATIVE,0.965
#accueil,Coucou Desesperance,NEGATIVE,0.9463,NEUTRAL,0.5184
#accueil,ca va illbill,NEGATIVE,0.9874,NEUTRAL,0.6628
#accueil,"un truc étrange, je suis allergique au foot",NEGATIVE,0.8073,NEGATIVE,0.9724
#accueil,Ohh Forseti !!!,NEUTRAL,0.6224,POSITIVE,0.8026
#accueil,"Coupe d'europe, Jo et à la rentrée automne + variant lambada.",NEGATIVE,0.8468,NEGATIVE,0.7258
#accueil,bonsoir Farida,POSITIVE,0.9937,NEUTRAL,0.6647
#accueil,"Où ça, Desesperance ?! :o",NEGATIVE,0.9861,NEGATIVE,0.8279
#accueil,oui hakunamatata et toi ? ça va mieux ?,NEGATIVE,0.9946,NEGATIVE,0.6816
#accueil,J'ai déjà hâte.,NEGATIVE,0.9667,NEUTRAL,0.5144
#accueil,L entraineur qui ma fait le plus rire c'est Domenech,POSITIVE,0.8875,POSITIVE,0.7443
#accueil,idem aertty,NEGATIVE,0.9236,NEGATIVE,0.696
#accueil,Elle va Forseti ?,NEGATIVE,0.97,NEGATIVE,0.6677
#accueil,le foot est federateur et sain,NEGATIVE,0.8316,POSITIVE,0.9541
#accueil,il n entraine plus rien Babycrew,POSITIVE,0.7701,NEGATIVE,0.9473
#accueil,ya peno là,NEUTRAL,0.566,NEUTRAL,0.5971
#accueil,Italie en finale,POSITIVE,0.8065,NEUTRAL,0.6656
#accueil,moyen illbill,NEGATIVE,0.9958,NEUTRAL,0.6044
#accueil,voila,POSITIVE,0.9976,NEUTRAL,0.5139
#accueil,ricard,POSITIVE,0.9763,NEUTRAL,0.5582
#accueil,"Desesperance : elle est déçue, mais elle va quand même ! Et le Desesperance va aussi ?",NEGATIVE,0.9816,NEGATIVE,0.8007
#accueil,Ouiiii,NEGATIVE,0.9319,POSITIVE,0.7936
#accueil,l'automne c'est bien...,POSITIVE,0.6862,NEUTRAL,0.6188
#accueil,Bonne nuit a touss bisousssss,NEGATIVE,0.9544,POSITIVE,0.8777
#accueil,bisous forseti,NEGATIVE,0.9311,POSITIVE,0.8238
#accueil,du coup le match est pas fini ?,NEGATIVE,0.9764,NEGATIVE,0.9504
#accueil,Bonsoir hakunamatata,NEGATIVE,0.9882,POSITIVE,0.826
#accueil,oui j'aime bien Mamy,NEUTRAL,0.6009,POSITIVE,0.9197
#accueil," ?? [ INFO Chaat.fr ] ?? :Facebook® Pour suivre l'actualité du TChat, https://www.facebook.com/chaatfr ?",NEGATIVE,0.973,NEUTRAL,0.6439
#accueil,Killbill oui bien sur a l epoque disons,NEGATIVE,0.9706,NEUTRAL,0.5257
#accueil,Merci PetitPierre|Happy-Days|On-AiR,POSITIVE,0.9995,POSITIVE,0.7787
#accueil,bisous hakunamatata,NEGATIVE,0.9978,POSITIVE,0.8451
#accueil,"Bien entendu Mamy, c'était pour mettre une note de beauté dans le programme.",POSITIVE,0.9504,NEGATIVE,0.9375
#accueil,"Qu'est-ce qui ce passe Forseti ?!! Moi écoute comme d'habitude ,je t'en remercie",NEGATIVE,0.9763,NEUTRAL,0.5244
#accueil,Adios paella,POSITIVE,0.9912,NEUTRAL,0.6348
#accueil,"Mince, c'est la fin de l'animation Radio de KarantezTener, merci à toi ! ???",NEGATIVE,0.9354,NEGATIVE,0.7755
#accueil,Maude2b,NEGATIVE,0.9956,NEUTRAL,0.5126
#accueil,Bonsoir ici Snif Espagne a perdu,NEGATIVE,0.9698,NEGATIVE,0.8595
#accueil,ce sera quoi mon gage killbill pour savoir,NEUTRAL,0.5166,NEUTRAL,0.5063
#accueil,"Le_Seigneur_Des_Tombes Oui je me disais aussi, moi je suis pressé que l'été passe rien que pour ça bien qu'il fasse frais en ce moment...",NEGATIVE,0.9723,NEGATIVE,0.8067
#accueil,bonne nuit et bisous romantique,NEGATIVE,0.6764,POSITIVE,0.8453
#accueil,Bougieee: domage,NEGATIVE,0.8547,NEGATIVE,0.9909
#accueil,Et oui Espagne a la maison,POSITIVE,0.9596,POSITIVE,0.7495
#accueil,Forza Italia Forza Azzuri,POSITIVE,0.9788,NEUTRAL,0.638
#accueil,déjà de retour Belkacem|dz ?,NEGATIVE,0.9841,NEGATIVE,0.6675
#accueil,j ai une amie ici avec qui je me suis mal comporté elle va etre contente elle est italienne lol,NEGATIVE,0.8829,NEGATIVE,0.8678
#accueil,"fauttch"" de couillons, ça va finir mal",NEGATIVE,0.9834,NEGATIVE,0.9467
#accueil,ah ah on verra hannibal-smith76|venere,NEGATIVE,0.9023,NEUTRAL,0.5872
#accueil,"Forseti: Tu as bien du courage ,mais je préfère que tu t'occupes de ce qu'il ne va pas",POSITIVE,0.7776,NEGATIVE,0.913
#accueil,On va manger de la pizza,NEUTRAL,0.5626,NEUTRAL,0.6279
#accueil,quand on a gagne la coupe du monde j'etais fiere et heureuse pour la france,NEGATIVE,0.9234,POSITIVE,0.9575
#accueil,Vivement  demain jouer 30e pour le Danemark,POSITIVE,0.7724,NEUTRAL,0.6275
#accueil,pour l instant je n ai pas encore gagné mon pari hannibal-smith76|venere,NEGATIVE,0.7839,NEGATIVE,0.8172
#accueil,je crains le pire  j'ai peur lol,NEUTRAL,0.5456,NEUTRAL,0.5194
#accueil,alors allez les Danois :),POSITIVE,0.9893,POSITIVE,0.8099
#accueil,"Oui il fait assez frais en ce moment Mamy, y a du vent mais on va vite voir roussir les fueilles et profiter de la mélancholie et de la lumière de l'automne.",NEGATIVE,0.8948,NEUTRAL,0.5121
#accueil,femme du québec,NEGATIVE,0.889,NEGATIVE,0.833
#accueil,!tapavu C4mille,NEGATIVE,0.8918,NEUTRAL,0.501
#accueil,Staktt > je ne me souviens pas avoir vu c4mille.,NEGATIVE,0.9453,NEUTRAL,0.6502
#accueil,oui mais tu pourrais bien avoir raison killbill,NEUTRAL,0.6202,POSITIVE,0.6889
#accueil,Y a vraiment des gens qui jouent de l'argent sur le foot?,NEGATIVE,0.9455,NEGATIVE,0.8243
#accueil,Tess_: pas de quoi,NEUTRAL,0.6287,NEGATIVE,0.9275
#accueil,c'est frugal ça Crepuscule,NEGATIVE,0.9888,NEGATIVE,0.8605
#accueil,on verra hannibal-smith76|venere,NEGATIVE,0.7865,NEUTRAL,0.5301
#accueil,Je vous laisse ici trop de Pv cela me perturbe  mdrr,NEGATIVE,0.9791,NEGATIVE,0.932
#accueil,cool Crepuscule,POSITIVE,0.9979,POSITIVE,0.8183
#accueil,je me croirais dans soleil vert parfois.,POSITIVE,0.8341,NEUTRAL,0.607
#accueil,l argent se joue sur tout si ca rapporte,POSITIVE,0.915,NEUTRAL,0.5161
#accueil,Le_Seigneur_Des_Tombes voilà une saison qui me correspond bien,NEGATIVE,0.9418,POSITIVE,0.7039
#accueil,ne mettons pas la charrue avant les boeufs,POSITIVE,0.8809,NEGATIVE,0.7268
#accueil,ben si Baztou33_grr c'est tres dur le foot et ya de quoi etre fier,NEGATIVE,0.9703,POSITIVE,0.8006
#accueil,bonsoir,POSITIVE,0.9956,POSITIVE,0.7501
#accueil,H-Lamberty: jamais vu de pizza cool mdr,NEGATIVE,0.9126,NEGATIVE,0.7514
#accueil,tu l'auras ta douzaine de rose,NEUTRAL,0.5611,NEUTRAL,0.606
#accueil,c'est comme les courses de velo c tres tres dur,NEGATIVE,0.6714,NEGATIVE,0.6881
#accueil,"Pareillement Mamy, elle est beaucoup inspirante de mon point de vue.",NEUTRAL,0.6037,POSITIVE,0.9777
#accueil,Ça falloir aller se coucher,NEGATIVE,0.9931,NEGATIVE,0.972
#accueil,Ciao ciao Spanija,POSITIVE,0.9781,POSITIVE,0.7229
#accueil,au fait pour la merguez si tu savais la fabrication killbill tu en mangerais pas,NEGATIVE,0.9283,NEGATIVE,0.8862
#accueil,Mon pv me a lâché,NEGATIVE,0.9651,NEGATIVE,0.7612
#accueil,LeRebelle si on savait tout sur tout on ne mangerait plus rien,NEGATIVE,0.9105,NEGATIVE,0.8573
#accueil,ya un deuxieme plutot bien o n dirait,NEGATIVE,0.8918,POSITIVE,0.773
#accueil,film,POSITIVE,0.9976,NEUTRAL,0.5456
#accueil,et je sais comment c est fait,POSITIVE,0.8361,NEUTRAL,0.6486
#accueil,c que l aube approche lol,NEGATIVE,0.9411,NEUTRAL,0.6124
#accueil,pour ca que j'en mange pas LeRebelle,POSITIVE,0.9444,NEGATIVE,0.8406
#accueil,et je ne les achète pas en grande surface,NEUTRAL,0.5992,NEUTRAL,0.6066
#accueil,mais chez mon boucher,NEUTRAL,0.5793,NEUTRAL,0.5573
#accueil,idem Tess ;),NEGATIVE,0.947,NEUTRAL,0.633
#accueil,"italiens ces gros porcs ont kasi rien foutu pendant 120mn et gagnent aux tirs aux but ,quelle injustice jsui ecoeuré dégouté .Pauvres espagnols qui meritaient a 90% de gagner",NEGATIVE,0.8482,NEGATIVE,0.9836
#accueil,berrrkie,NEGATIVE,0.9377,POSITIVE,0.7836
#accueil,oui c mieux killbill,NEGATIVE,0.9521,NEUTRAL,0.5561
#accueil,C'est  vrai c'est super dur de taper dans une balle pendant qu'un mec qui construit un immeuble et se casse le dos en touchant 1200 euros pariera son argent sur ce même foot.,NEGATIVE,0.929,NEGATIVE,0.879
#accueil,Desesperance : ça ira mieux quand on m'aura filé mon emploi du temps :( J'en ai besoin pour connaître mon temps libre et chercher un taff à côté des études :c,NEGATIVE,0.9569,NEGATIVE,0.9372
#accueil,"pronostics pour l'euro , l'Angleterre va gagner",NEGATIVE,0.8916,POSITIVE,0.6929
#accueil,Le_Seigneur_Des_Tombes Oui c'est agréable...,NEGATIVE,0.9687,NEGATIVE,0.6953
#accueil,J'aime bien l'humour divin.,POSITIVE,0.9596,POSITIVE,0.9909
#accueil,Coconut a du nous faire un avc,NEGATIVE,0.9873,NEGATIVE,0.7263
#accueil,c'est le foot faut respecter bojik,POSITIVE,0.8824,POSITIVE,0.7687
#accueil,bojik: technique italienne de bus et contre attaque,POSITIVE,0.9812,NEUTRAL,0.5036
#accueil,Puis après économies à fond > projet personnel hors études > Forseti = heureuse ! Desesperance,NEGATIVE,0.9916,NEGATIVE,0.746
#accueil,Chacun sa technique,POSITIVE,0.8812,NEUTRAL,0.5596
#accueil,le footballer est surment plus usé que l'autre,NEUTRAL,0.5781,NEGATIVE,0.963
#accueil,merci pour l'info bojik,POSITIVE,0.9482,POSITIVE,0.8495
#accueil,Fo pas trop rêver killbill lol,NEGATIVE,0.9921,NEGATIVE,0.8683
#accueil,Malicia_: belge aussi?,NEGATIVE,0.9847,NEUTRAL,0.5539
#accueil,des pvs comme une attaque de moustiques la pauvre lol,NEGATIVE,0.8155,NEGATIVE,0.963
#accueil,bojik tu peux néanmoins garder un langage correct stp,NEGATIVE,0.9748,NEGATIVE,0.7439
#accueil,Il reste une marche...la plus haute,NEUTRAL,0.5072,NEGATIVE,0.804
#accueil,pour ca qu'ils peuvent pas l'etre au dela d'un certain age,POSITIVE,0.8482,NEGATIVE,0.8077
#accueil,je connais un peu l'Italie,POSITIVE,0.9732,POSITIVE,0.6983
#accueil,Une marche anglaise,POSITIVE,0.8608,NEGATIVE,0.6945
#accueil,aller je vous souhaite une bonne et  douce nuit  et ta jeudi,NEGATIVE,0.897,POSITIVE,0.8104
#accueil,Que l'italie soit champion d Europe c est une probabilité,NEUTRAL,0.6234,NEGATIVE,0.6995
#accueil,Forza italiaaaaaaaaaaa,NEGATIVE,0.9739,NEUTRAL,0.5555
#accueil,Il fait frisquet mais je met le ventilateur pour avoir davantage froid...,NEUTRAL,0.5013,NEGATIVE,0.8248
#accueil,italiaaaaaaaaaaaaa,NEGATIVE,0.9846,NEGATIVE,0.6895
#accueil,bise douce nuit killbill,NEGATIVE,0.9858,POSITIVE,0.8832
#accueil,merci idem Hannibal,NEGATIVE,0.9822,NEUTRAL,0.5844
#accueil,Non une fatalité sniffff,NEGATIVE,0.9894,NEGATIVE,0.9758
#accueil,bonne nuit hannibal-smith76|venere tu as pas l'air content ce soir,NEGATIVE,0.7193,NEUTRAL,0.5215
#accueil,Brrr brrr,NEUTRAL,0.522,NEUTRAL,0.5991
#accueil,et merci pour tout,POSITIVE,0.9521,POSITIVE,0.9259
#accueil,C'est pour la conservation Mamy?,NEGATIVE,0.8565,NEUTRAL,0.6174
#accueil,merci Tess_ tout va bien,NEGATIVE,0.914,POSITIVE,0.8456
#accueil,bisousssss bonne nuit hannibal-smith76|venere,NEGATIVE,0.98,POSITIVE,0.8243
#accueil,Certaine,NEGATIVE,0.7136,NEUTRAL,0.6033
#accueil,impossible que l'italie gagne l'euro,NEGATIVE,0.9772,NEGATIVE,0.7082
#accueil,!seen Oliv,POSITIVE,0.9719,POSITIVE,0.8012
#accueil,salut l'carthaginois,NEUTRAL,0.5796,POSITIVE,0.6913
#accueil,Oliv (Chaat@7B2FAD6B.175FAF25.DC75B415.IP) a été vu pour la dernière fois quitter #Accueil il y a 37 minutes (Bon retour sur www.chaat.fr).,NEGATIVE,0.9886,NEGATIVE,0.7388
#accueil,deja la ils sont en galere,POSITIVE,0.7674,NEGATIVE,0.9239
#accueil,tant mieux hannibal-smith76|venere,POSITIVE,0.796,NEUTRAL,0.6559
#accueil,Bonne nuit,NEGATIVE,0.8777,NEUTRAL,0.556
#accueil,????????????????????????????????,NEUTRAL,0.5863,POSITIVE,0.7463
#accueil,Mamy that's life on s'en tape,POSITIVE,0.745,NEGATIVE,0.9037
#accueil,prépares ton gage mdr bonne nuit,NEGATIVE,0.9691,NEGATIVE,0.685
#accueil,Des rajeux les gens grave pfffff,NEGATIVE,0.9797,NEGATIVE,0.9224
#accueil,!love killbill,POSITIVE,0.9994,POSITIVE,0.9184
#accueil,Babycrew t'aime de tout son coeur killbill ! DéClaration devant vous sur #Accueil ! (? ???)?(??? C),NEGATIVE,0.987,POSITIVE,0.8504
#accueil,quand jvois la vivacité de l'angleterre j'ai du mal a imaginer une autre equipe,NEGATIVE,0.8771,NEGATIVE,0.8249
#accueil,Un peu comme tes remarques _Medecin_Ritale.,NEGATIVE,0.9211,NEGATIVE,0.8147
#accueil,Bonsoir à tous :),NEGATIVE,0.8875,POSITIVE,0.7381
#accueil,Bonsoir,POSITIVE,0.9956,POSITIVE,0.7414
#accueil, Bonsoir  Musa,POSITIVE,0.9405,POSITIVE,0.8156
#accueil,"Le_Seigneur_Des_Tombes on peut le prendre comme ça oui, le froid fait dépenser plus de calories",NEGATIVE,0.97,NEGATIVE,0.8203
#accueil,"Je comprend pourquoi ça ne parle pas de foot ici logiquement,c est ?? ??",NEGATIVE,0.8297,NEGATIVE,0.7648
#accueil,Et viva espagna lol,POSITIVE,0.7951,NEUTRAL,0.5391
#accueil,!seen louloute,NEGATIVE,0.9975,NEUTRAL,0.5962
#accueil,bonsoir Musa,POSITIVE,0.9139,POSITIVE,0.7479
